CLASS,REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN
GRASS,99.0,160.0,9,0.0,0.0,2.0,0.84327424,3.055555,2.3609476000000003,28.037036999999998,21.11111,29.666665999999996,33.333335999999996,-20.777779000000002,4.888889,15.888889,33.333335999999996,0.36751375,2.8271055
GRASS,163.0,166.0,9,0.0,0.0,1.7777776,1.0962971000000001,2.444445,1.0518519,16.962963000000002,12.333333,16.333334,22.222220999999998,-13.888889,-1.8888888,15.777778,22.222220999999998,0.4462137,2.5158255
CEMENT,217.0,148.0,9,0.0,0.0,2.0555556,2.551854,1.0555553,0.5074078,29.074074,21.444445,41.555557,24.222220999999998,-22.88889,37.444443,-14.555554999999998,41.555557,0.48377079999999995,-2.2379715
SKY,37.0,61.0,9,0.0,0.0,0.6111107,0.49065334,0.555556,0.27216396,109.07406999999999,95.111115,128.33334,103.77778,-41.88889,57.77778000000001,-15.888889,128.33334,0.25886914,-2.3673959
BRICKFACE,176.0,132.0,9,0.0,0.0,0.5,0.12222223,0.9444444,0.3296295,5.740741000000001,7.4444447,6.222222299999999,3.5555556000000004,5.111111,1.4444443999999999,-6.5555553,7.5555553,0.5299824000000001,-0.72601837
BRICKFACE,186.0,130.0,9,0.0,0.0,0.5000002,0.12222223,0.38888893,0.15185189,5.3333335,6.888889,6.222222299999999,2.8888887999999997,4.6666665,2.6666667,-7.333333500000001,7.0,0.587963,-0.8890237
CEMENT,201.0,125.0,9,0.0,0.0,1.0,0.44444403,9.944444,103.75185400000001,42.814816,39.11111,51.77778,37.555557,-11.111111,26.888890000000004,-15.777778,51.77778,0.27063802,-1.9730246
BRICKFACE,78.0,69.0,9,0.0,0.0,1.4999996000000002,1.1444438,1.6111107,1.4407405,24.333334,22.0,32.555557,18.444445,-7.0,24.666666,-17.666666,32.555557,0.43154719999999996,-1.8112034
BRICKFACE,2.0,44.0,9,0.0,0.0,2.1666672,2.3888876,2.3888896,1.5296285,18.74074,17.333334,25.222220999999998,13.666667000000002,-4.222222299999999,19.444445,-15.222222,25.222220999999998,0.45768142,-1.7537255
FOLIAGE,113.0,130.0,9,0.0,0.0,0.27777776,0.25092423,0.33333328,0.3651483,0.8888889000000001,0.0,2.5555556,0.11111111,-2.6666667,5.0,-2.3333333,2.5555556,1.0,-2.123254
FOLIAGE,115.0,138.0,9,0.0,0.0,0.33333334,0.08888889999999999,0.33333334,0.17777779999999999,0.7777778000000001,0.0,2.3333334999999997,0.0,-2.3333333,4.6666665,-2.3333333,2.3333334999999997,1.0,-2.0943952
BRICKFACE,40.0,73.0,9,0.11111111,0.0,1.3888893,1.0851853,1.6111116,2.5074077,20.62963,19.777779000000002,26.777779,15.333332999999998,-2.5555556,18.444445,-15.888889,26.777779,0.42697316,-1.6754648999999997
GRASS,146.0,201.0,9,0.0,0.0,0.61111087,0.32773054,1.0555555,0.8004625,10.666667,8.666667,7.0,16.333334,-6.0,-11.0,17.0,16.333334,0.5708515000000001,1.9092555
FOLIAGE,26.0,82.0,9,0.0,0.0,1.5555553,0.47407429999999995,2.111111,4.3851857,5.5925927,1.7777778000000002,10.222222,4.777777700000001,-11.444445,13.888889,-2.4444444,10.222222,0.843607,-2.4519827000000003
PATH,231.0,160.0,9,0.0,0.0,2.611111,8.240739,13.166667000000002,139.85553000000002,40.88889,34.11111,51.77778,36.77778,-20.333334,32.666668,-12.333333,51.77778,0.33961803,-2.3358369999999997
BRICKFACE,34.0,83.0,9,0.0,0.0,1.4444447,0.34074098,2.444445,0.42963055,19.444445,19.555555,24.444445,14.333332999999998,0.33333334,15.0,-15.333332999999998,24.444445,0.41007325,-1.5070066
WINDOW,206.0,133.0,9,0.0,0.0,0.055555556,0.13608277,0.055555556,0.13608277,0.37037036,0.0,1.1111111999999999,0.0,-1.1111111999999999,2.2222223,-1.1111111999999999,1.1111111999999999,1.0,-2.0943952
GRASS,234.0,164.0,9,0.0,0.0,0.5000002,0.2111112,3.0,8.04445,13.666667000000002,11.666667,15.0,14.333332999999998,-6.0,4.0,2.0,16.88889,0.29914993,2.87512
PATH,89.0,195.0,9,0.11111111,0.0,2.7222226000000003,1.8668653000000002,3.1666667,1.8226968999999997,61.74074,55.11111,76.55556,53.55555699999999,-19.88889,44.444443,-24.555555,76.55556,0.30023456,-2.020938
WINDOW,167.0,135.0,9,0.0,0.0,0.61111134,0.107407376,0.61111134,0.15185179,31.185184000000003,24.0,43.11111,26.444445,-21.555555,35.77778,-14.222222,43.11111,0.44313568,-2.2278013
CEMENT,47.0,96.0,9,0.0,0.0,0.94444466,0.5741338,0.8333333,0.75277233,61.925926000000004,54.44444300000001,77.0,54.33333199999999,-22.444445,45.22222,-22.777779000000002,77.0,0.29722086,-2.0891051
FOLIAGE,124.0,113.0,9,0.0,0.0,0.38888887,0.38968176,0.27777779999999996,0.32773070000000004,0.9629629999999999,0.0,2.7777777,0.11111111,-2.8888887999999997,5.4444447,-2.5555556,2.7777777,1.0,-2.123254
BRICKFACE,33.0,117.0,9,0.0,0.0,0.5,0.12222214,1.0,0.31111106,6.4444447,7.333333500000001,8.222222,3.7777777,2.6666667,5.3333335,-8.0,8.222222,0.53858024,-1.2332561000000002
CEMENT,161.0,73.0,9,0.0,0.0,0.8333333,0.5055238000000001,0.61111003,0.3896817,43.851852,43.0,48.77778,39.77778,-2.5555556,14.777778,-12.222222,48.77778,0.18437627,-1.7204413
WINDOW,96.0,94.0,9,0.0,0.0,0.7222225999999999,0.28518537,0.44444466,0.42963016,20.222220999999998,16.0,28.777779,15.888889,-12.666667,25.666666,-13.0,28.777779,0.45154575,-2.084893
CEMENT,176.0,100.0,9,0.0,0.0,1.9444441000000003,0.7740748000000001,1.4444447,0.6518514,55.370369999999994,50.333332,66.88889,48.88889,-15.111111,34.555557,-19.444445,66.88889,0.26862052,-2.00619
SKY,120.0,74.0,9,0.0,0.0,0.3333346,0.08888922,0.50000125,0.07777796,101.85185,89.111115,123.22222,93.22222,-38.22222,64.111115,-25.88889,123.22222,0.2767844,-2.2205532000000003
PATH,177.0,190.0,9,0.0,0.0,0.94444466,0.82775986,1.3888893,0.9525794,52.407406,47.333332,64.55556,45.333332,-15.222222,36.444443,-21.222220999999998,64.55556,0.29773334,-1.9858987000000001
WINDOW,90.0,134.0,9,0.0,0.0,0.38888887,0.018518528,0.94444436,0.1518523,2.1111112000000003,1.0,4.6666669999999995,0.6666667,-3.3333333,7.666666499999999,-4.3333335,4.6666669999999995,0.88148147,-2.0131435
GRASS,2.0,245.0,9,0.0,0.0,1.8888888,2.162963,3.1666667,3.2777781000000004,6.4074073,6.222222299999999,6.0,7.0,-0.5555555999999999,-1.2222222,1.7777778000000002,7.222222299999999,0.19104938,1.7566451
PATH,228.0,191.0,9,0.0,0.0,1.4444447,0.6206325,2.3333328,1.1925693000000002,49.22222,44.0,60.55555699999999,43.11111,-15.666667000000002,34.0,-18.333334,60.55555699999999,0.28958246,-2.040515
GRASS,100.0,155.0,9,0.0,0.0,0.49999967,0.45946836,0.8333333,0.349603,23.333334,20.0,20.666667999999998,29.333334000000004,-10.0,-8.0,18.0,29.333334000000004,0.31808975,2.1693968999999997
WINDOW,242.0,148.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEMENT,153.0,78.0,9,0.0,0.0,9.388889,5.670260400000001,2.9444444,3.5176809999999996,30.296296999999996,27.111109999999996,37.444443,26.333334000000004,-9.555555,21.444445,-11.888889,37.444443,0.30020806,-2.0177794
BRICKFACE,154.0,120.0,9,0.0,0.0,0.44444442,0.029629596,0.44444449999999996,0.11851845,5.962962999999999,7.777777700000001,6.777777700000001,3.3333333,5.4444447,2.4444444,-7.888889,7.777777700000001,0.5694444000000001,-0.8204030000000001
PATH,52.0,196.0,9,0.0,0.0,1.4444447,1.3277662000000001,6.777777,4.1881666,46.074073999999996,40.444443,57.11111,40.666668,-16.88889,33.11111,-16.222220999999998,57.11111,0.29404518,-2.1056774
PATH,139.0,187.0,9,0.0,0.0,2.055556,1.1238163,1.8333334,1.0697875,60.44444300000001,53.66666800000001,74.77778,52.88889,-20.333334,43.0,-22.666666,74.77778,0.29269224,-2.0582106
FOLIAGE,49.0,116.0,9,0.0,0.0,1.3333334,0.31111145,2.111111,1.3185191,3.0,0.8888889000000001,6.0,2.1111112000000003,-6.3333335,9.0,-2.6666667,6.0,0.8755291,-2.3130132999999997
GRASS,116.0,238.0,9,0.0,0.0,1.1666665,0.87777746,1.0555556000000001,2.2851841,8.518517999999998,7.4444447,5.6666665,12.444445,-3.2222223,-8.555555,11.777778,12.444445,0.54054004,1.8447256999999997
SKY,194.0,57.0,9,0.0,0.0,0.61110944,0.41851488,1.1666666,0.38889033,135.96296999999998,129.88889,146.22223,131.77778999999998,-18.222220999999998,30.777779,-12.555555,146.22223,0.11169542,-2.215046
PATH,1.0,189.0,9,0.0,0.0,1.3888875,0.4629626,12.388889,84.59629,23.592592,21.11111,29.333334000000004,20.333334,-7.4444447,17.222220999999998,-9.777778,29.333334000000004,0.23309669,-2.0197496
GRASS,114.0,181.0,9,0.0,0.0,1.1111107,0.38518563,0.88888866,1.0962963,19.925926,15.888889,18.777779000000002,25.11111,-12.111111,-3.4444443999999996,15.555554999999998,25.11111,0.36658052,2.420823
GRASS,74.0,215.0,9,0.0,0.0,0.44444457,0.074074075,0.50000006,0.12222217,6.9259257,5.111111,4.4444447,11.222222,-5.4444447,-7.4444447,12.888889,11.222222,0.6037037,1.9911573
GRASS,103.0,195.0,9,0.11111111,0.0,2.0555556,1.5740733,2.0555556,3.7962955999999997,8.518517999999998,6.3333335,6.888889,12.333333,-6.5555553,-4.888889,11.444445,12.333333,0.5016835,2.1870224
SKY,151.0,57.0,9,0.0,0.0,1.0555558999999999,0.7740706,1.6111094,0.41851655,100.44444,86.22222,122.22222,92.888885,-42.666668,65.333336,-22.666666,122.22222,0.29451475,-2.2881315
PATH,36.0,207.0,9,0.0,0.0,2.722222,3.1792145,6.444444,2.8021147,56.814816,50.444443,70.111115,49.88889,-19.11111,39.88889,-20.777779000000002,70.111115,0.29066820000000004,-2.0627244
SKY,251.0,24.0,9,0.0,0.0,1.1666666,0.9666646000000001,1.6111094,0.41851908,121.62963,110.77778,137.77778999999998,116.33333600000002,-32.555557,48.444443,-15.888889,137.77778999999998,0.19597653,-2.3079142999999998
GRASS,160.0,168.0,9,0.0,0.0,1.5,1.1498788999999998,0.6666663,0.47140402,25.11111,20.88889,23.0,31.444445,-12.666667,-6.3333335,19.0,31.444445,0.33538613,2.302124
SKY,101.0,42.0,9,0.0,0.0,1.1111145,0.60740787,1.1666691999999999,0.7444421999999999,137.07408,130.44444,147.44444,133.33334,-19.88889,31.111109999999996,-11.222222,147.44444,0.11530249599999999,-2.26361
WINDOW,217.0,80.0,9,0.0,0.0,0.5555555,0.5837303,2.7777777,0.72008204,15.851851000000002,11.888889,23.222220999999998,12.444445,-11.888889,22.11111,-10.222222,23.222220999999998,0.48998156,-2.1422689999999998
PATH,17.0,204.0,9,0.0,0.0,2.0000006999999997,1.2823583,2.1666667,0.7527733,57.25926,50.88889,71.22222,49.666668,-19.11111,41.88889,-22.777779000000002,71.22222,0.30267109999999997,-2.0373723999999998
BRICKFACE,34.0,137.0,9,0.0,0.0,0.5000002,0.16666673,1.111111,0.47407418,5.851852,7.777777700000001,6.4444447,3.3333333,5.777777700000001,1.7777778000000002,-7.5555553,7.777777700000001,0.57363313,-0.74427164
GRASS,114.0,238.0,9,0.0,0.0,1.666667,1.1352924,1.4444445,1.0680548,13.629629999999999,11.111111,10.666667,19.11111,-7.5555553,-8.888889,16.444445,19.11111,0.46145898,2.0466826
BRICKFACE,227.0,118.0,9,0.0,0.0,0.055555504000000006,0.018518483,1.0555557,0.10740725,5.6296295999999995,7.0,6.666666499999999,3.2222223,4.111111,3.1111112000000003,-7.222222299999999,7.111111,0.5456349,-0.96082735
FOLIAGE,54.0,91.0,9,0.0,0.0,1.4444443,1.540741,0.8333333,0.25555572,3.2592592000000002,0.5555555999999999,8.0,1.2222222,-8.111111,14.222222,-6.111111,8.0,0.94481075,-2.1867229999999998
SKY,171.0,15.0,9,0.0,0.0,0.66666794,0.55777216,0.66666794,0.6992054,113.74073999999999,100.111115,132.0,109.11111499999998,-40.88889,54.77778000000001,-13.888889,132.0,0.24157602,-2.3890254
WINDOW,165.0,119.0,9,0.0,0.0,1.0555553,1.5740752,1.4444441000000001,0.8296290000000001,29.481482,23.222220999999998,40.333335999999996,24.88889,-18.777779000000002,32.555557,-13.777778,40.333335999999996,0.42571348,-2.1877812999999997
FOLIAGE,113.0,96.0,9,0.0,0.0,0.9444445,0.50740725,1.1111111999999999,0.34074047,3.8148148,1.1111111999999999,8.555555,1.7777778000000002,-8.111111,14.222222,-6.111111,8.555555,0.87222224,-2.1862345000000003
CEMENT,92.0,70.0,9,0.11111111,0.0,1.1111107,1.3608265,0.7777767,0.65546083,61.11111,53.44444300000001,77.0,52.88889,-23.0,47.666668,-24.666666,77.0,0.31436473,-2.070832
PATH,181.0,186.0,9,0.11111111,0.0,2.9444453999999998,2.7114286,2.0555553,1.6788442,48.814816,44.11111,60.44444300000001,41.88889,-14.111111,34.88889,-20.777779000000002,60.44444300000001,0.30702683,-1.9685109
WINDOW,9.0,130.0,9,0.0,0.0,0.055555582,0.018518535,2.611111,6.2407449999999995,1.7407408,1.0,3.2222223,1.0,-2.2222223,4.4444447,-2.2222223,3.2222223,0.5509259,-2.0943952
FOLIAGE,33.0,100.0,9,0.0,0.0,0.72222227,0.53402746,0.66666675,0.3651482,1.2222222,0.11111111,2.7777777,0.7777778000000001,-3.3333333,4.6666665,-1.3333334,2.7777777,0.9777778,-2.3370957000000003
GRASS,217.0,245.0,9,0.11111111,0.11111111,3.1666667,3.0166214,2.1666667,1.2427571000000002,9.740741,7.4444447,7.111111,14.666667000000002,-6.888889,-7.888889,14.777778,14.666667000000002,0.57276654,2.0694523
PATH,204.0,161.0,9,0.0,0.0,1.2777798999999999,0.5074075,9.222222,73.0963,44.074073999999996,38.0,54.55555699999999,39.666668,-18.222220999999998,31.444445,-13.222222,54.55555699999999,0.30810429999999994,-2.2382925
BRICKFACE,104.0,136.0,9,0.0,0.0,0.50000006,0.12222223,0.66666657,0.08888887,6.814814999999999,8.333333999999999,8.0,4.111111,4.5555553,3.5555556000000004,-8.111111,8.666667,0.52623457,-0.96393055
BRICKFACE,217.0,145.0,9,0.0,0.0,0.5555555999999999,0.16296291,0.72222215,0.06296298,5.296296,6.3333335,6.5555553,3.0,3.1111112000000003,3.7777777,-6.888889,7.0,0.56415343,-1.0689678999999999
CEMENT,190.0,105.0,9,0.0,0.0,1.8888893,2.2962982999999997,2.166666,1.6777796999999999,45.74074,41.22222,56.33333199999999,39.666668,-13.555554999999998,31.777779,-18.222220999999998,56.33333199999999,0.29599184,-1.9960818
WINDOW,123.0,152.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PATH,167.0,190.0,9,0.0,0.0,3.055556,0.85418355,5.055556,2.784215,51.074073999999996,44.88889,63.22221999999999,45.11111,-18.555555,36.444443,-17.88889,63.22221999999999,0.29895782,-2.1126902000000003
FOLIAGE,204.0,116.0,9,0.0,0.0,1.0555555,1.2629629999999998,1.0555556000000001,1.4407406999999999,2.1851852000000003,0.33333334,5.111111,1.1111111999999999,-5.5555553,8.777778,-3.2222223,5.111111,0.96141976,-2.2490794999999997
SKY,58.0,19.0,9,0.0,0.0,1.6111094,0.41851503,1.4999975,1.2777733,129.92592,121.0,142.66666999999998,126.11111499999998,-26.777779,38.22222,-11.444445,142.66666999999998,0.15181188,-2.3407645
WINDOW,138.0,144.0,9,0.0,0.0,0.8888889000000001,0.86066306,0.27777779999999996,0.53402734,0.6666667,0.5555555999999999,1.0,0.44444445,-0.33333334,1.0,-0.6666667,1.0,0.37037036,-1.9042695
BRICKFACE,69.0,85.0,9,0.11111111,0.0,3.1111114,8.207409,3.9444440000000003,9.440739,21.444445,20.444445,28.111109999999996,15.777778,-3.0,20.0,-17.0,28.111109999999996,0.43740398,-1.6598793
SKY,51.0,15.0,9,0.0,0.0,0.72222644,0.28518468,1.2222214,0.7851845000000001,132.22223,123.0,145.33334,128.33334,-27.666665999999996,39.333332,-11.666667,145.33334,0.15361586,-2.3410408
CEMENT,198.0,127.0,9,0.0,0.0,2.4444444,4.385187,8.555555,59.54075,40.74074,38.0,48.22222,36.0,-8.222222,22.444445,-14.222222,48.22222,0.24899939,-1.9083477999999998
BRICKFACE,222.0,114.0,9,0.0,0.0,0.27777776,0.06296293,0.44444433,0.074074075,5.4444447,6.111111,7.333333500000001,2.8888887999999997,2.0,5.6666665,-7.666666499999999,7.333333500000001,0.6031746,-1.3145328
PATH,240.0,195.0,9,0.0,0.0,1.8888886999999999,1.1674597,1.8333346000000001,1.7094509999999998,48.851852,43.22222,60.66666800000001,42.666668,-16.88889,35.444443,-18.555555,60.66666800000001,0.3003628,-2.0630436000000003
CEMENT,129.0,157.0,9,0.0,0.0,2.4444444,3.5407405,2.222222,1.718518,23.148148000000003,18.222220999999998,32.0,19.222220999999998,-14.777778,26.555555,-11.777778,32.0,0.43023896,-2.169368
WINDOW,6.0,154.0,9,0.0,0.0,0.11111113,0.029629631,0.11111111,0.029629635,0.074074075,0.0,0.22222222,0.0,-0.22222222,0.44444445,-0.22222222,0.22222222,0.22222222,-2.0943952
PATH,229.0,175.0,9,0.0,0.0,1.166666,0.52222264,5.666666,26.133337,33.0,29.0,41.0,29.0,-12.0,24.0,-12.0,41.0,0.28683385,-2.091209
PATH,188.0,190.0,9,0.0,0.0,1.9444447,0.9756285,2.055556,1.1038649999999999,48.88889,44.22222,60.0,42.444443,-14.0,33.333332,-19.333334,60.0,0.29230747,-1.9863075000000001
PATH,166.0,185.0,9,0.0,0.0,1.9444447,0.250924,2.0,0.21081811,54.22221999999999,48.555557,67.22222,46.88889,-17.0,39.0,-22.0,67.22222,0.30253935,-2.0080075
SKY,233.0,64.0,9,0.0,0.0,1.0000013,0.80000305,0.7777774000000001,0.20740618,92.81481,77.22222,118.66666399999998,82.55556,-46.77778,77.55556,-30.777779,118.66666399999998,0.34921030000000003,-2.2289392999999995
BRICKFACE,59.0,111.0,9,0.0,0.0,0.27777767,0.15185185,0.4999999,0.12222217,5.4444447,6.4444447,7.0,2.8888887999999997,3.0,4.6666665,-7.666666499999999,7.222222299999999,0.60119045,-1.1813878999999998
CEMENT,208.0,65.0,9,0.0,0.0,1.3888874,1.2367799,26.444445,25.537477,56.70370500000001,52.66666800000001,64.44444,53.0,-12.111111,23.222220999999998,-11.111111,64.44444,0.19713038,-1.9708116000000002
